#{"t_start": 1642372656.5629053, "env_id": null}
r,l,t
0.549592,12,9.941881
0.46433,12,9.983163
0.243827,12,10.01617
0.668644,12,10.048669
0.325162,12,10.080657
0.70239,12,10.103895
0.418943,12,10.132531
0.427051,12,10.156529
0.475885,12,10.174708
0.332417,12,10.198064
0.707474,12,10.231957
0.371823,12,10.256887
0.392832,12,10.274896
0.435593,12,10.293108
0.151506,12,10.312472
0.517161,12,10.339158
0.219274,12,10.360623
0.426862,12,10.376765
0.617307,12,10.395204
0.649762,12,10.412514
0.601211,12,10.430841
0.628665,12,10.446845
0.482632,12,10.464853
0.692225,12,10.48785
0.038029,12,10.520384
0.525736,12,10.557678
0.490197,12,10.576656
0.249782,12,10.597548
0.680032,12,10.615538
0.36104,12,10.647076
0.17794,12,10.668342
0.464637,12,10.700127
0.35746,12,10.732967
0.27585,12,10.775362
0.369191,12,10.794625
0.226246,12,10.836448
0.1253,12,10.868309
0.368997,12,10.897115
0.580218,12,10.93859
0.257525,12,10.97381
0.370958,12,10.99708
0.371497,12,11.01999
0.354641,12,11.052004
0.282535,12,11.073849
0.35248,12,11.091658
0.692369,12,11.10899
0.347702,12,11.125866
0.556915,12,11.142835
0.825615,12,11.161574
0.617338,12,11.180326
0.517483,12,11.206922
0.084305,12,11.231913
0.176982,12,11.253101
0.745559,12,11.28011
0.094313,12,11.303974
0.497981,12,11.328923
0.744148,12,11.351385
0.400281,12,11.375124
0.501553,12,11.399186
0.615158,12,11.420303
0.112972,12,11.441251
0.543466,12,11.462346
0.04802,12,11.483718
0.694397,12,11.504325
0.268613,12,11.524157
0.506411,12,11.554003
0.710253,12,11.575808
0.401137,12,11.59717
0.636564,12,11.620533
0.089582,12,11.638875
0.119149,12,11.658277
0.272698,12,11.676241
0.537407,12,11.697956
0.409815,12,11.721629
0.33486,12,11.739504
0.101544,12,11.766502
0.628322,12,11.793534
0.480937,12,11.828824
0.540737,12,11.86079
0.249831,12,11.879263
0.406701,12,11.901262
0.746339,12,11.923499
0.510606,12,11.952411
0.094363,12,11.980212
0.763291,12,12.008603
0.513147,12,12.032946
0.509927,12,12.057934
0.344255,12,12.079486
0.224689,12,12.101674
0.092973,12,12.125872
0.673923,12,12.149736
0.229143,12,12.171016
0.264646,12,12.193214
0.314177,12,12.216832
0.161556,12,12.234439
0.506148,12,12.250743
0.479381,12,12.276288
0.29686,12,12.296955
0.435748,12,12.315448
0.3492,12,12.333441
0.429292,12,12.353048
0.102568,12,12.373028
0.532527,12,12.407205
0.82576,12,12.434017
0.528778,12,12.479569
0.77445,12,12.505603
0.32922,12,12.529583
0.304359,12,12.550967
0.455389,12,12.577569
0.782897,12,12.598609
0.224139,12,12.622255
0.385358,12,12.644734
0.38418,12,12.666905
0.662503,12,12.686472
0.626832,12,12.712829
0.336436,12,12.737056
0.734389,12,12.760212
0.655762,12,12.78328
0.281417,12,12.812068
0.307745,12,12.831413
0.251169,12,12.856385
0.580419,12,12.887993
0.119976,12,12.924294
0.32476,12,12.946901
0.365122,12,12.970526
0.581309,12,12.995233
0.272494,12,13.946395
0.45614,12,13.968565
0.224479,12,13.994771
0.308519,12,14.020229
0.733202,12,14.041524
0.435073,12,14.060238
0.250993,12,14.081515
0.164759,12,14.100959
0.578723,12,14.120664
0.324409,12,14.137318
0.772811,12,14.153754
0.42201,12,14.197074
0.421832,12,14.247941
0.548594,12,14.294714
0.483957,12,14.399301
0.136639,12,14.43766
0.409043,12,14.47307
0.258107,12,14.500471
0.169313,12,14.524076
0.182784,12,14.543364
0.470771,12,14.560807
0.356242,12,14.579981
0.392863,12,14.602003
0.440263,12,14.63457
0.414301,12,14.654324
0.560084,12,14.674362
0.450703,12,14.691567
0.467722,12,14.707473
0.59334,12,14.725034
0.631965,12,14.742569
0.600513,12,14.759572
0.331891,12,14.780497
0.287771,12,14.797974
0.869787,12,14.821585
0.460343,12,14.850832
0.492008,12,14.882097
0.315117,12,14.903014
0.364738,12,14.924317
0.521583,12,14.953224
0.444019,12,14.971654
0.124393,12,14.996355
0.704952,12,15.028976
0.411041,12,15.046386
0.460791,12,15.063672
0.218934,12,15.080984
0.045964,12,15.098364
0.550739,12,15.115153
0.467054,12,15.133531
0.269354,12,15.153122
0.559751,12,15.171013
0.314824,12,15.191374
0.549949,12,15.226815
0.298516,12,15.262217
0.532558,12,15.280593
0.364291,12,15.302584
0.059397,12,15.322249
0.436678,12,15.340901
0.191422,12,15.359632
0.277505,12,15.37693
0.243667,12,15.395439
0.681822,12,15.414727
0.325515,12,15.442386
0.222806,12,15.480227
0.238502,12,15.509865
0.499944,12,15.528121
0.359996,12,15.549948
0.474476,12,15.576885
0.549419,12,15.593885
0.36421,12,15.612301
0.274823,12,15.635475
0.270056,12,15.674037
0.20909,12,15.706318
0.889216,12,15.728878
0.231563,12,15.752052
0.660878,12,15.777443
0.182164,12,15.800742
0.18512,12,15.82318
0.549295,12,15.844743
0.645511,12,15.862789
0.320616,12,15.881687
0.206841,12,15.899074
0.450929,12,15.916134
0.69305,12,15.935139
0.475606,12,15.968212
0.614155,12,15.986394
0.808102,12,16.004642
0.567402,12,16.022954
0.160761,12,16.042963
0.690586,12,16.061149
0.287862,12,16.082483
0.622784,12,16.099432
0.641769,12,16.1192
0.365092,12,16.143054
0.443142,12,16.167302
0.183813,12,16.185217
0.569653,12,16.211481
0.222776,12,16.230196
0.497058,12,16.254853
0.109198,12,16.277711
0.575856,12,16.302539
0.159073,12,16.327677
0.178722,12,16.349828
0.897459,12,16.3742
0.389364,12,16.402369
0.337087,12,16.435123
0.536195,12,16.460026
0.718003,12,16.477825
0.292297,12,16.499061
0.446464,12,16.521808
0.359033,12,16.550824
0.533781,12,16.577725
0.064522,12,16.602049
0.698434,12,16.632028
0.511352,12,16.659422
0.322409,12,16.714534
0.575813,12,16.745351
0.791416,12,16.765833
0.404611,12,16.784612
0.906311,12,16.81021
0.541104,12,16.850936
0.509278,12,16.898615
0.225983,12,16.941512
0.648673,12,16.973897
0.883376,12,16.992862
0.406892,12,17.016651
0.5807,12,17.045975
0.26693,12,17.07222
0.493521,12,17.095589
0.2278,12,17.117194
0.47928,12,17.143303
0.401999,12,17.165609
0.05343,12,17.186969
0.499981,12,17.213761
0.538601,12,17.235683
0.594108,12,17.258994
0.427719,12,17.279496
0.660074,12,17.301404
0.413898,12,17.325049
0.741146,12,17.347399
0.348214,12,17.366282
0.188561,12,17.383518
0.296834,12,17.403501
0.434964,12,17.42285
0.396422,12,17.446932
0.755466,12,17.464546
0.349939,12,17.482349
0.508755,12,17.510918
0.348482,12,17.537559
0.85815,12,17.560929
0.335136,12,17.578384
0.407013,12,17.597183
0.315405,12,17.616489
0.539008,12,17.640138
0.538447,12,17.666362
0.646342,12,17.691518
0.079091,12,17.713577
0.500898,12,17.739866
0.41545,12,17.76128
0.168973,12,17.783793
0.65224,12,17.817888
0.275477,12,17.839791
0.337688,12,17.862653
0.237858,12,17.883766
0.1523,12,17.908981
0.130556,12,17.931331
0.588448,12,17.959462
0.469573,12,17.977453
0.253155,12,18.010542
0.763233,12,18.038534
0.504384,12,18.06079
0.265687,12,18.079285
0.159649,12,18.974175
0.22329,12,18.992812
0.232608,12,19.012402
0.231169,12,19.032776
0.548159,12,19.053551
0.539496,12,19.072219
0.63743,12,19.097044
0.252627,12,19.115137
0.355177,12,19.137932
0.535481,12,19.159686
0.483138,12,19.17852
0.317965,12,19.211701
0.248465,12,19.255366
0.259359,12,19.315215
0.856806,12,19.375085
0.665257,12,19.418227
0.551495,12,19.467097
0.653839,12,19.509949
0.354365,12,19.546441
0.322834,12,19.568278
0.304455,12,19.592111
0.453638,12,19.615867
0.563096,12,19.640059
0.684329,12,19.662934
0.758966,12,19.686487
0.382921,12,19.706707
0.638954,12,19.724667
0.439562,12,19.745488
0.339173,12,19.766124
0.687316,12,19.78452
0.597154,12,19.802265
0.288758,12,19.822521
0.108715,12,19.855322
0.887451,12,19.880518
0.332645,12,19.898517
0.616843,12,19.91643
0.02688,12,19.946755
0.571967,12,19.984078
0.598513,12,20.002607
0.788478,12,20.024271
0.071078,12,20.049261
0.238059,12,20.074317
0.496289,12,20.09895
0.336525,12,20.122288
0.756893,12,20.14364
0.160771,12,20.167567
0.201903,12,20.192649
0.691192,12,20.216228
0.362977,12,20.234287
0.56483,12,20.25631
0.367158,12,20.276542
0.120326,12,20.294428
0.624803,12,20.313339
0.438458,12,20.329934
0.660545,12,20.350712
0.262502,12,20.372531
0.256067,12,20.399584
0.806452,12,20.419199
0.650253,12,20.440108
0.589101,12,20.458376
0.654812,12,20.478084
0.45325,12,20.499926
0.384698,12,20.532442
0.425162,12,20.551953
0.15972,12,20.579583
0.347052,12,20.600775
0.583026,12,20.626671
0.5409,12,20.646542
0.176947,12,20.670671
0.598277,12,20.694644
0.240517,12,20.717064
0.327246,12,20.748955
0.682072,12,20.767573
0.945288,12,20.787505
0.559961,12,20.818583
0.515419,12,20.851168
0.157279,12,20.881698
0.453298,12,20.901446
0.54025,12,20.923246
0.520242,12,20.957687
0.411947,12,20.992685
0.307737,12,21.010203
0.29594,12,21.029267
0.368896,12,21.049201
0.349403,12,21.073928
0.558155,12,21.097402
0.384665,12,21.117453
0.763692,12,21.140325
0.221335,12,21.157287
0.470575,12,21.185051
0.125302,12,21.215424
0.178266,12,21.241124
0.431215,12,21.264019
0.590393,12,21.290989
0.349382,12,21.312037
0.401239,12,21.332544
0.137992,12,21.3627
0.263096,12,21.38422
0.128694,12,21.410811
0.502252,12,21.434
0.23774,12,21.460778
0.478442,12,21.484748
0.285257,12,21.507183
0.650441,12,21.527045
0.121321,12,21.544318
0.12349,12,21.56633
0.570126,12,21.593987
0.438378,12,21.611371
0.595372,12,21.635964
0.351842,12,21.653639
0.63893,12,21.675054
0.34547,12,21.696557
0.554992,12,21.730621
0.637655,12,21.756579
0.348498,12,21.780894
0.651339,12,21.80085
0.665502,12,21.822783
0.701642,12,21.845008
0.390041,12,21.868336
0.438249,12,21.893197
0.301459,12,21.915078
0.226077,12,21.940163
0.27894,12,21.962742
0.270271,12,21.985337
0.490596,12,22.010162
0.052966,12,22.032448
0.712827,12,22.052314
0.160605,12,22.074146
0.480433,12,22.096215
0.314081,12,22.114312
0.515646,12,22.134732
0.123063,12,22.155008
0.864509,12,22.174825
0.352025,12,22.19477
0.176821,12,22.219076
0.270192,12,22.236595
0.550101,12,22.257682
0.729311,12,22.276384
0.219763,12,22.298464
0.069372,12,22.316113
0.36541,12,22.33243
0.126813,12,22.349796
0.31122,12,22.368937
0.384303,12,22.38747
0.562302,12,22.407991
0.566127,12,22.430234
0.27945,12,22.449586
0.422632,12,22.467388
0.487787,12,22.494212
0.657478,12,22.516667
0.171042,12,22.539284
0.503767,12,22.565473
0.287573,12,22.587048
0.627297,12,22.610621
0.169737,12,22.648566
0.471548,12,22.671185
0.490092,12,22.6942
0.602383,12,22.71622
0.504678,12,22.738964
0.538313,12,22.757596
0.163628,12,22.779783
0.504622,12,22.799843
0.218719,12,22.82251
0.675479,12,22.842525
0.761954,12,22.863532
0.365108,12,22.88745
0.381864,12,22.916017
0.343943,12,22.933856
0.169226,12,22.951254
0.432398,12,22.980567
0.701315,12,23.901396
0.768415,12,23.920984
0.60365,12,23.942928
0.831002,12,23.964123
0.297308,12,23.9857
0.72071,12,24.011045
0.606326,12,24.030902
0.446521,12,24.051762
0.798402,12,24.071192
0.831543,12,24.091739
0.806407,12,24.108838
0.59977,12,24.126156
0.460045,12,24.142537
0.780629,12,24.165302
0.12063,12,24.215042
0.214089,12,24.265474
0.727248,12,24.28842
0.506996,12,24.312263
0.451298,12,24.332039
0.806424,12,24.349785
0.213879,12,24.375127
0.072431,12,24.394124
0.228953,12,24.411482
0.096958,12,24.42926
0.512332,12,24.44706
0.694924,12,24.465543
0.413523,12,24.482583
0.548801,12,24.499257
0.222904,12,24.518093
0.610995,12,24.535341
0.315115,12,24.553372
0.667808,12,24.570321
0.328771,12,24.588021
0.460877,12,24.606024
0.603638,12,24.6228
0.432867,12,24.642254
0.155954,12,24.663779
0.29933,12,24.681822
0.469878,12,24.699804
0.480076,12,24.716528
0.442656,12,24.73575
0.168025,12,24.754685
0.441638,12,24.773193
0.43667,12,24.794217
0.461504,12,24.810194
0.174588,12,24.828886
0.347032,12,24.847125
0.161152,12,24.865395
0.83872,12,24.894718
0.726949,12,24.91449
0.688013,12,24.93968
0.52899,12,24.956922
0.619561,12,24.977976
0.60582,12,25.013878
0.620636,12,25.033206
0.661627,12,25.051198
0.227924,12,25.068012
0.477061,12,25.085288
0.37199,12,25.102216
0.318034,12,25.124005
0.591432,12,25.142801
0.273751,12,25.165543
0.553681,12,25.18247
0.437493,12,25.200473
0.198098,12,25.218236
0.431034,12,25.235761
0.496991,12,25.254504
0.267831,12,25.272432
0.279252,12,25.31304
0.707962,12,25.333955
0.539723,12,25.353615
0.358553,12,25.372901
0.642178,12,25.399579
0.308855,12,25.426966
0.09358,12,25.444567
0.242037,12,25.46555
0.37752,12,25.482207
0.564704,12,25.501502
0.279562,12,25.519686
0.340605,12,25.541722
0.543985,12,25.5595
0.614846,12,25.576993
0.218715,12,25.605202
0.490983,12,25.624525
0.490009,12,25.644289
0.268141,12,25.666211
0.117756,12,25.685989
0.567106,12,25.707327
0.502218,12,25.725522
0.490281,12,25.746285
0.119215,12,25.763281
0.703637,12,25.783511
0.398943,12,25.81591
0.51441,12,25.851029
0.45718,12,25.876495
0.511908,12,25.898165
0.471769,12,25.921015
0.541856,12,25.942925
0.525383,12,25.962453
0.364619,12,25.988072
0.371993,12,26.018359
0.57003,12,26.06703
0.321549,12,26.08899
0.238249,12,26.110751
0.494895,12,26.147219
0.518374,12,26.166826
0.591792,12,26.184324
0.786107,12,26.203692
0.643362,12,26.219958
0.618174,12,26.238813
0.310518,12,26.256677
0.243165,12,26.274249
0.174649,12,26.293046
0.583391,12,26.311032
0.281945,12,26.329883
0.10742,12,26.356902
0.590068,12,26.390478
0.611143,12,26.418915
0.582713,12,26.450635
0.578905,12,26.468549
0.373045,12,26.493849
0.517524,12,26.513758
0.486291,12,26.531943
0.300889,12,26.559308
0.23595,12,26.57829
0.410498,12,26.608278
0.088727,12,26.629293
0.570989,12,26.647021
0.253143,12,26.666349
0.25346,12,26.682912
0.609552,12,26.70075
0.596026,12,26.723059
0.210149,12,26.748311
0.453503,12,26.765895
0.256855,12,26.782808
0.523578,12,26.800781
0.635685,12,26.817241
0.274902,12,26.837131
0.536736,12,26.85594
0.245322,12,26.886692
0.672168,12,26.915191
0.242587,12,26.940172
0.279092,12,26.959893
0.605358,12,26.983048
0.114428,12,27.002899
0.735342,12,27.038305
0.853295,12,27.071974
0.343193,12,27.115912
0.28481,12,27.159029
0.211865,12,27.186869
0.192629,12,27.204989
0.413409,12,27.233342
0.308635,12,27.25528
0.622035,12,27.272243
0.856632,12,27.291536
0.24087,12,27.308523
0.291349,12,27.327667
0.438021,12,27.352028
0.352742,12,27.390337
0.452276,12,27.414215
0.581761,12,27.438894
0.498558,12,27.462103
0.319255,12,27.484826
0.293724,12,27.50849
0.463293,12,27.532255
0.186943,12,27.554982
0.635041,12,27.582833
0.206133,12,27.605925
0.414924,12,27.630198
0.354668,12,27.649955
0.339846,12,27.670707
0.348763,12,28.679208
0.579132,12,28.698575
0.782958,12,28.719319
0.090799,12,28.740801
0.768043,12,28.762505
0.434147,12,28.782346
0.4104,12,28.808691
0.226795,12,28.832948
0.722221,12,28.856989
0.672091,12,28.878901
0.396011,12,28.90046
0.363833,12,28.936684
0.288413,12,28.968727
0.511012,12,28.988909
0.590083,12,29.014562
0.522422,12,29.032001
0.538035,12,29.049978
0.737907,12,29.066841
0.47648,12,29.084468
0.143786,12,29.1133
0.233133,12,29.136611
0.268169,12,29.172817
0.421971,12,29.206023
0.307969,12,29.227285
0.239446,12,29.25034
0.489853,12,29.276743
0.394866,12,29.299155
0.222782,12,29.32414
0.335391,12,29.347021
0.483681,12,29.368593
0.388042,12,29.39495
0.639997,12,29.41518
0.319805,12,29.436549
0.634855,12,29.460999
0.496179,12,29.490526
0.725191,12,29.512574
0.530855,12,29.534355
0.62293,12,29.559295
0.297051,12,29.582334
0.537551,12,29.60496
0.70723,12,29.631603
0.225122,12,29.655095
0.234029,12,29.676054
0.244348,12,29.699239
0.312086,12,29.720463
0.296031,12,29.747324
0.37078,12,29.767122
0.724034,12,29.787748
0.135731,12,29.81778
0.797098,12,29.836729
0.55817,12,29.856633
0.8329,12,29.87471
0.842021,12,29.900984
0.140994,12,29.929659
0.538804,12,29.948601
0.263492,12,29.969946
0.483297,12,30.000633
0.208917,12,30.032224
0.69853,12,30.052426
0.120942,12,30.076052
0.416447,12,30.0999
0.830343,12,30.127785
0.168025,12,30.15068
0.268506,12,30.18051
0.445804,12,30.201838
0.440757,12,30.224278
0.315413,12,30.244181
0.535743,12,30.263271
0.450053,12,30.281482
0.197588,12,30.299821
0.219007,12,30.318645
0.662181,12,30.345752
0.494643,12,30.365065
0.21792,12,30.398046
0.251774,12,30.432878
0.462869,12,30.460078
0.418992,12,30.477059
0.160547,12,30.495658
0.775801,12,30.515404
0.720993,12,30.534187
0.374954,12,30.551499
0.236739,12,30.577212
0.700708,12,30.600036
0.598539,12,30.62586
0.688092,12,30.646883
0.676754,12,30.672436
0.630834,12,30.697232
0.261389,12,30.71848
0.226032,12,30.744907
0.298262,12,30.76561
0.493104,12,30.786819
0.686459,12,30.809494
0.486115,12,30.829206
0.69173,12,30.849908
0.503515,12,30.867865
0.091724,12,30.886646
0.502602,12,30.90969
0.330869,12,30.936047
0.276316,12,30.954511
0.46484,12,30.973351
0.501541,12,31.009452
0.273893,12,31.043292
0.070651,12,31.062475
0.404896,12,31.08671
0.344065,12,31.109409
0.29882,12,31.127415
0.170026,12,31.145777
0.393093,12,31.164737
0.942314,12,31.18499
0.270121,12,31.20776
0.143796,12,31.232373
0.397825,12,31.253596
0.562299,12,31.278731
0.18614,12,31.303627
0.8672,12,31.329049
0.130635,12,31.351992
0.201795,12,31.375498
0.581213,12,31.397585
0.036779,12,31.417947
0.316707,12,31.440594
0.261884,12,31.463228
0.151588,12,31.481224
0.61622,12,31.499513
0.640051,12,31.518569
0.803364,12,31.53835
0.525647,12,31.568665
0.378291,12,31.596664
0.766125,12,31.624468
0.041954,12,31.645285
0.346004,12,31.669197
0.699606,12,31.693841
0.204875,12,31.723813
0.676624,12,31.745811
0.689841,12,31.76357
0.426219,12,31.782446
0.49347,12,31.807829
0.233676,12,31.827382
0.503218,12,31.846231
0.309545,12,31.864881
0.410392,12,31.891749
0.40998,12,31.916776
0.255372,12,31.940607
0.222227,12,31.978428
0.666216,12,32.017404
0.261069,12,32.059401
0.471267,12,32.079999
0.550828,12,32.099227
0.311175,12,32.138922
0.463425,12,32.159092
0.40095,12,32.180456
0.258065,12,32.199913
0.377047,12,32.224319
0.752713,12,32.249007
0.617694,12,32.270207
0.317706,12,32.296908
0.704375,12,32.320471
0.129063,12,32.343311
0.095795,12,32.36503
0.315946,12,32.386107
0.366124,12,32.411841
0.723243,12,32.430124
0.314929,12,32.454022
0.635907,12,32.479704
0.427537,12,32.50798
0.642218,12,32.529661
0.205801,12,32.550668
0.205226,12,32.577713
0.0152,12,32.603818
0.197332,12,32.62476
0.30639,12,32.64296
0.92398,12,32.660788
0.228274,12,33.59618
0.641917,12,33.615072
0.358087,12,33.635788
0.241316,12,33.653571
0.537798,12,33.672982
0.51641,12,33.693417
0.667723,12,33.713155
0.436046,12,33.731045
0.429657,12,33.751657
0.50897,12,33.770348
0.684396,12,33.788167
0.496634,12,33.806567
0.16516,12,33.825585
0.414895,12,33.845201
0.44609,12,33.863041
0.665646,12,33.898682
0.214043,12,33.941045
0.298321,12,33.984953
0.348421,12,34.002877
0.415962,12,34.024192
0.656195,12,34.054071
0.754268,12,34.07211
0.285734,12,34.096122
0.466845,12,34.119637
0.22473,12,34.158391
0.579418,12,34.183627
0.526787,12,34.210284
0.757871,12,34.244177
0.425393,12,34.272957
0.42188,12,34.294258
0.384738,12,34.315703
0.580181,12,34.340817
0.630643,12,34.365825
0.751716,12,34.389801
0.537819,12,34.410852
0.228964,12,34.430338
0.337394,12,34.450352
0.247663,12,34.469203
0.372188,12,34.494959
0.523976,12,34.515364
0.110843,12,34.539139
0.439499,12,34.561162
0.475385,12,34.585047
0.69057,12,34.609623
0.91282,12,34.633678
0.316876,12,34.65904
0.470071,12,34.68226
0.140852,12,34.704117
0.339297,12,34.727093
0.501044,12,34.751362
0.190669,12,34.774106
0.337578,12,34.794146
0.093558,12,34.814443
0.365364,12,34.835435
0.497038,12,34.855433
0.095331,12,34.879202
0.286946,12,34.9001
0.633214,12,34.919089
0.633102,12,34.942353
0.867485,12,34.981389
0.335224,12,35.004921
0.192287,12,35.025151
0.260373,12,35.05057
0.747813,12,35.075895
0.862756,12,35.113902
0.393551,12,35.151749
0.495285,12,35.172709
0.394914,12,35.193667
0.480513,12,35.213567
0.553694,12,35.251157
0.727039,12,35.273551
0.607866,12,35.299988
0.519589,12,35.3232
0.378273,12,35.340212
0.371532,12,35.365674
0.197134,12,35.387185
0.054952,12,35.411082
0.369472,12,35.430712
0.246424,12,35.448286
0.299395,12,35.47118
0.32764,12,35.494269
0.428595,12,35.515914
0.340975,12,35.539004
0.521605,12,35.559062
0.472047,12,35.58417
0.416773,12,35.608855
0.430398,12,35.630625
0.347767,12,35.652031
0.483166,12,35.674987
0.408015,12,35.698005
0.327866,12,35.718904
0.269989,12,35.746911
0.296973,12,35.768832
0.214386,12,35.78981
0.14474,12,35.814963
0.241076,12,35.839931
0.112386,12,35.861211
0.315907,12,35.881605
0.484053,12,35.904927
0.405418,12,35.934788
0.715767,12,35.961368
0.590262,12,35.993451
0.229859,12,36.011436
0.577374,12,36.028434
0.679788,12,36.053968
0.156754,12,36.077398
0.55168,12,36.098627
0.388132,12,36.130001
0.358198,12,36.157675
0.694759,12,36.179646
0.286754,12,36.215106
0.321573,12,36.244477
0.264116,12,36.268099
0.624133,12,36.293388
0.190661,12,36.311397
0.328694,12,36.3285
0.454097,12,36.344992
0.391811,12,36.36272
0.566937,12,36.379621
0.143328,12,36.396952
0.411007,12,36.414729
0.661588,12,36.439673
0.340198,12,36.458632
0.388075,12,36.475268
0.655106,12,36.494455
0.223588,12,36.511925
0.702257,12,36.53151
0.443554,12,36.549457
0.686509,12,36.573624
0.892728,12,36.597084
0.379621,12,36.618013
0.616241,12,36.643504
0.302391,12,36.666251
0.340411,12,36.690967
0.513053,12,36.714081
0.477368,12,36.747471
0.304909,12,36.768915
