#{"t_start": 1642372656.5629053, "env_id": null}
r,l,t 
0.730829,12,210.031
0.667102,12,210.053272
0.460059,12,210.07624
0.532918,12,210.099077
0.714571,12,210.131174
0.396889,12,210.156137
0.499003,12,210.182959
0.31096,12,210.212595
0.774082,12,210.239177
0.225786,12,210.266136
0.748619,12,210.291306
0.232756,12,210.316854
0.574893,12,210.341797
0.401814,12,210.372784
0.628452,12,210.398044
0.683505,12,210.423073
0.690086,12,210.448171
0.603623,12,210.472408
0.891206,12,210.496494
0.443548,12,210.522455
0.576111,12,210.550314
0.191691,12,210.575316
0.486371,12,210.602897
0.458751,12,210.634892
0.425349,12,210.66617
0.36815,12,210.694235
0.335173,12,210.81633
0.677503,12,210.858714
0.354641,12,210.897638
0.656705,12,210.92026
0.54876,12,210.952307
0.649632,12,210.976565
0.301066,12,211.006546
0.723988,12,211.038146
0.648836,12,211.061335
0.51298,12,211.085855
0.593814,12,211.120318
0.538268,12,211.147298
0.427283,12,211.175726
0.296519,12,211.204901
0.864707,12,211.236269
0.24998,12,211.272642
0.783902,12,211.314694
0.636531,12,211.342501
0.556818,12,211.370677
0.356908,12,211.395332
0.399535,12,211.417056
0.163183,12,211.442566
0.692667,12,211.464607
0.241824,12,211.493356
0.378547,12,211.517359
0.44807,12,211.541214
0.796876,12,211.566173
0.300796,12,211.589938
0.568932,12,213.129849
0.814813,12,213.171939
0.834399,12,213.209757
0.508124,12,213.243342
0.637788,12,213.27657
0.224975,12,213.312355
0.307823,12,213.344086
0.897336,12,213.380087
0.334906,12,213.411664
0.44846,12,213.442921
0.222932,12,213.470614
0.205762,12,213.503008
0.823623,12,213.532281
0.898046,12,213.564068
0.212914,12,213.595618
0.498549,12,213.625099
0.668359,12,213.65887
0.856078,12,213.699014
0.778707,12,213.737982
0.641573,12,213.767715
0.372316,12,213.79331
0.643633,12,213.82059
0.964948,12,213.849413
0.347896,12,213.878008
0.793618,12,213.910839
0.599313,12,213.944627
0.565932,12,213.976695
0.503937,12,214.007251
0.677263,12,214.033264
0.254722,12,214.064301
0.738522,12,214.099611
0.552574,12,214.134623
0.656574,12,214.165321
0.558027,12,214.195147
0.746394,12,214.22344
0.687838,12,214.251436
0.338044,12,214.283834
0.706397,12,214.312711
0.543368,12,214.343427
0.279202,12,214.373823
0.629515,12,214.404865
0.716202,12,214.441363
0.499555,12,214.478555
0.524169,12,214.508446
0.195234,12,214.536674
0.700375,12,214.578399
0.467039,12,214.614569
0.324343,12,214.644118
0.312661,12,214.67774
0.385417,12,214.717884
0.385043,12,214.750465
0.537457,12,214.784561
0.490439,12,214.818854
0.701982,12,214.859891
0.475824,12,214.892695
0.254778,12,214.938981
0.594249,12,214.972953
0.836386,12,215.004559
0.556966,12,215.03929
0.710448,12,215.072727
0.421107,12,215.10495
0.060179,12,215.134526
0.612392,12,215.166744
0.812659,12,215.201621
0.756349,12,215.24006
0.592074,12,215.280847
0.404391,12,215.327398
0.398876,12,215.365669
0.371283,12,215.40466
0.463695,12,215.435454
0.289506,12,215.47092
0.816425,12,215.515519
0.415037,12,215.558042
0.313176,12,215.59761
0.1976,12,215.640473
0.494943,12,215.683669
0.570801,12,215.733574
0.491065,12,215.782731
0.389311,12,215.831449
0.597425,12,215.881627
0.653496,12,215.929288
0.278622,12,215.979388
0.481792,12,216.026494
0.206043,12,216.0769
0.855475,12,216.126278
0.712407,12,216.176727
0.100898,12,216.229434
0.379176,12,216.279194
0.574448,12,216.33668
0.334669,12,216.390826
0.614326,12,216.447221
0.546193,12,216.51189
0.920897,12,216.566234
0.18624,12,216.617789
0.813893,12,216.676043
0.529936,12,216.727066
0.275839,12,216.791557
0.603148,12,216.847196
0.868003,12,216.907086
0.505431,12,216.961337
0.538761,12,217.015497
0.599187,12,217.069857
0.346697,12,217.123919
0.301337,12,217.183364
0.638676,12,217.23144
0.273455,12,217.28304
0.206971,12,217.339623
0.238035,12,217.41449
0.568008,12,217.484987
0.511861,12,217.543447
0.499279,12,217.607609
0.028579,12,217.670489
0.577754,12,217.731806
0.798885,12,217.795394
0.328027,12,217.852417
0.459292,12,217.903274
0.464754,12,217.961733
0.900971,12,218.019214
0.716937,12,218.073983
0.113301,12,218.128443
0.582871,12,218.179436
0.29488,12,218.227766
0.422776,12,218.298203
0.618349,12,218.350809
0.268175,12,218.410083
0.881843,12,218.464163
0.512693,12,218.515913
0.687067,12,218.571691
0.330575,12,218.628053
0.543832,12,218.682012
0.120446,12,218.741885
0.370307,12,218.805846
0.542261,12,218.854002
0.438969,12,218.907504
0.672779,12,218.960381
0.373043,12,219.005985
0.662053,12,219.068996
0.625311,12,219.123368
0.696199,12,219.192897
0.363581,12,219.253363
0.574697,12,219.31023
0.556248,12,219.370347
0.321958,12,219.436377
0.302021,12,219.493451
0.578204,12,219.552867
0.549295,12,219.614617
0.627574,12,219.680859
0.148208,12,219.762657
0.359578,12,219.825947
0.799163,12,219.890806
0.698711,12,219.94939
0.344543,12,220.010891
0.439546,12,220.06597
0.366742,12,220.129757
0.362169,12,220.190606
0.639876,12,220.247766
0.440807,12,220.309084
0.734863,12,220.362561
0.570078,12,220.415829
0.793861,12,220.482811
0.494818,12,220.539465
0.276408,12,220.590739
0.428478,12,220.656718
0.66634,12,220.725982
0.269561,12,220.795858
0.454429,12,220.852654
0.56621,12,220.911846
0.78407,12,220.96343
0.120457,12,221.028527
0.383322,12,221.093617
0.544473,12,221.150367
0.736819,12,224.103722
0.959985,12,224.164933
0.46692,12,224.229149
0.56627,12,224.288435
0.890527,12,224.337293
0.507227,12,224.390113
0.459552,12,224.447537
0.320969,12,224.499431
0.78384,12,224.546257
0.61262,12,224.595702
0.380757,12,224.644703
0.742852,12,224.694573
0.168289,12,224.747532
0.737103,12,224.80546
0.689743,12,224.856361
0.281678,12,224.908752
0.443308,12,224.958542
0.483115,12,225.004837
0.936043,12,225.051221
0.053713,12,225.108133
0.51314,12,225.16489
0.26001,12,225.211901
0.458172,12,225.265492
0.173267,12,225.316465
0.066086,12,225.373233
0.216162,12,225.42248
0.326551,12,225.475417
0.485465,12,225.520252
0.429819,12,225.568574
0.603693,12,225.618926
0.604291,12,225.664837
0.390156,12,225.717356
0.482187,12,225.780075
0.72322,12,225.82999
0.219809,12,225.885254
0.589997,12,225.938557
0.451259,12,225.992338
0.578545,12,226.048554
0.567515,12,226.099905
0.703689,12,226.147701
0.239543,12,226.194429
0.476866,12,226.248784
0.726717,12,226.302027
0.333673,12,226.34964
0.611423,12,226.403983
0.07813,12,226.453265
0.304477,12,226.496477
0.561345,12,226.542154
0.73902,12,226.598092
0.545373,12,226.649198
0.743666,12,226.698323
0.58996,12,226.784703
0.257456,12,226.836632
0.29875,12,226.889758
0.393642,12,226.943243
0.757969,12,227.001762
0.71484,12,227.064348
0.537981,12,227.116421
0.614747,12,227.166254
0.674463,12,227.221788
0.037765,12,227.270588
0.41541,12,227.323437
0.609065,12,227.381108
0.412531,12,227.435811
0.712253,12,227.494321
0.576497,12,227.541583
0.372809,12,227.58982
0.486187,12,227.650685
0.537754,12,227.703579
0.392657,12,227.761039
0.804741,12,227.813862
0.531117,12,227.86809
0.63002,12,227.921098
0.120785,12,227.973825
0.51062,12,228.025633
0.766277,12,228.088188
0.552541,12,228.14189
0.213832,12,228.187421
0.171436,12,228.237304
0.640946,12,228.295531
0.397455,12,228.344865
0.564033,12,228.40091
0.384916,12,228.469197
0.611239,12,228.546786
0.313284,12,228.644393
0.441555,12,228.714235
0.235827,12,228.788641
0.370359,12,228.850284
0.178907,12,228.904735
0.332343,12,228.962214
0.348912,12,229.014344
0.740347,12,229.069
0.448317,12,229.126112
0.423395,12,229.17928
0.817247,12,229.232747
0.627925,12,229.284902
0.576951,12,229.335036
0.441754,12,229.383268
0.795878,12,229.447591
0.632472,12,229.500039
0.440136,12,229.560493
0.877784,12,229.613009
0.437102,12,229.666952
0.78898,12,229.715872
0.67824,12,229.771057
0.426882,12,229.817313
0.486604,12,229.873945
0.4641,12,229.924334
0.20412,12,229.970757
0.130315,12,230.01892
0.637062,12,230.0665
0.705703,12,230.109902
0.806812,12,230.154201
0.414707,12,230.196804
0.684429,12,230.236504
0.615682,12,230.287573
0.259708,12,230.338316
0.345316,12,230.388513
0.579221,12,230.436918
0.62869,12,230.4886
0.399,12,230.534279
0.620877,12,230.588008
0.208613,12,230.628701
0.883618,12,230.662272
0.875943,12,230.702219
0.355631,12,230.748876
0.627349,12,230.793138
0.179307,12,230.845928
0.1745,12,230.893312
0.845161,12,230.944044
0.779265,12,230.977603
0.168072,12,231.01861
0.343683,12,231.067545
0.47707,12,231.115935
0.407978,12,231.183678
0.779704,12,231.218083
0.660507,12,231.251719
0.259864,12,231.291353
0.051787,12,231.328198
0.154809,12,231.366761
0.301207,12,231.4031
0.250807,12,231.440178
0.170805,12,231.481384
0.81782,12,231.531144
0.041128,12,231.580282
0.502827,12,231.615901
0.466136,12,231.649869
0.589813,12,231.691649
0.573127,12,231.728043
0.732394,12,231.771185
0.492611,12,231.813456
0.778408,12,231.8568
0.54027,12,231.895639
0.102249,12,231.943908
0.291772,12,231.989854
0.038186,12,232.033282
0.358949,12,232.068006
0.947299,12,232.10794
0.705529,12,232.157505
0.785972,12,232.205287
0.632881,12,232.24336
0.793588,12,232.2829
0.743508,12,232.324591
0.552673,12,232.372354
0.404591,12,232.415689
0.498064,12,232.454488
0.204672,12,232.497724
0.805601,12,232.538282
0.229274,12,232.589436
0.706371,12,232.641469
0.287011,12,232.690584
0.645728,12,235.174335
0.886349,12,235.229256
0.271573,12,235.283315
0.497699,12,235.333514
0.291731,12,235.382341
0.414413,12,235.432627
0.654095,12,235.485749
0.383254,12,235.534899
0.848005,12,235.578729
0.143041,12,235.620926
0.560525,12,235.667668
0.311965,12,235.705232
0.527507,12,235.736558
0.907685,12,235.775548
0.431418,12,235.808518
0.560845,12,235.836851
0.206941,12,235.870063
0.328472,12,235.899832
0.692742,12,235.934799
0.113713,12,235.97543
0.364364,12,236.01968
0.712169,12,236.051753
0.324626,12,236.0797
0.374255,12,236.113051
0.717441,12,236.147902
0.285698,12,236.18444
0.491911,12,236.214662
0.674545,12,236.239885
0.261951,12,236.27016
0.30248,12,236.2968
0.224132,12,236.32276
0.67871,12,236.3599
0.716058,12,236.392858
0.389117,12,236.427821
0.542881,12,236.452931
0.481091,12,236.477628
0.596441,12,236.508041
0.324823,12,236.534842
0.364083,12,236.562477
0.742928,12,236.594931
0.325692,12,236.628618
0.629465,12,236.663156
0.730337,12,236.695684
0.379541,12,236.743301
0.344974,12,236.780361
0.357049,12,236.8165
0.640042,12,236.852204
0.697799,12,236.880143
0.159301,12,236.912598
0.590159,12,236.943465
0.78028,12,236.972892
0.621196,12,237.001124
0.693766,12,237.031567
0.343527,12,237.06745
0.640405,12,237.100166
0.398191,12,237.134646
0.482386,12,237.174338
0.877413,12,237.206878
0.493573,12,237.235352
0.864613,12,237.263325
0.668857,12,237.291355
0.455053,12,237.321765
0.612122,12,237.352998
0.732175,12,237.386395
0.669457,12,237.424472
0.43714,12,237.4637
0.333802,12,237.50244
0.159671,12,237.530599
0.655007,12,237.559422
0.490703,12,237.588931
0.381948,12,237.617452
0.412785,12,237.645993
0.719418,12,237.673615
0.387828,12,237.702967
0.427881,12,237.736807
0.702894,12,237.766115
0.628095,12,237.796481
0.520616,12,237.830709
0.521514,12,237.86377
0.193906,12,237.899183
0.053059,12,237.925207
0.37102,12,237.954877
0.101819,12,237.985135
0.686198,12,238.014154
0.40258,12,238.040402
0.373168,12,238.073909
0.241364,12,238.098582
0.620334,12,238.124057
0.543011,12,238.148385
0.870806,12,238.173078
0.220004,12,238.206455
0.446426,12,238.240176
0.658476,12,238.27525
0.288876,12,238.303926
0.393112,12,238.334964
0.804642,12,238.359802
0.298186,12,238.38359
0.394137,12,238.409415
0.87612,12,238.431737
0.43663,12,238.457939
0.729788,12,238.481882
0.072799,12,238.515028
0.635013,12,238.549344
0.410458,12,238.57022
0.394536,12,238.593627
0.679227,12,238.615626
0.490554,12,238.638668
0.708786,12,238.669595
0.548061,12,238.699814
0.595039,12,238.72554
0.449656,12,238.755437
0.740164,12,238.778291
0.260976,12,238.806852
0.16804,12,238.834799
0.674256,12,238.857392
0.356348,12,238.880964
0.789338,12,238.903072
0.344217,12,238.926263
0.576046,12,238.947258
0.497662,12,238.970923
0.270573,12,238.998939
0.381369,12,239.026531
0.666176,12,239.05377
0.511842,12,239.082636
0.423076,12,239.110893
0.435846,12,239.142741
0.757158,12,239.169619
0.750596,12,239.195134
0.358698,12,239.225756
0.600706,12,239.253404
0.675935,12,239.297381
0.809124,12,239.331515
0.822679,12,239.355233
0.484669,12,239.385059
0.651248,12,239.410631
0.58889,12,239.431227
0.13376,12,239.45365
0.479708,12,239.479994
0.711267,12,239.508231
0.662483,12,239.540783
0.398953,12,239.569855
0.38851,12,239.593234
0.230927,12,239.614942
0.298846,12,239.640764
0.596437,12,239.675726
0.870327,12,239.717833
0.540201,12,239.742989
0.333199,12,239.777231
0.593748,12,239.797795
0.771198,12,239.820516
0.655723,12,239.848245
0.211975,12,239.869334
0.323131,12,239.892065
0.769858,12,239.912311
0.157515,12,239.933693
0.593048,12,239.958012
0.461581,12,239.982142
0.47905,12,240.012868
0.207338,12,240.034162
0.801434,12,240.056993
0.312778,12,240.085111
0.781052,12,240.114745
0.27316,12,240.14901
0.338324,12,240.171246
0.160152,12,240.202988
0.440126,12,240.227909
0.628788,12,240.249838
0.435677,12,240.271605
0.535999,12,240.308178
0.202781,12,240.347105
0.274597,12,241.766426
0.662831,12,241.800869
0.49929,12,241.835733
0.308131,12,241.871863
0.225697,12,241.905518
0.154814,12,241.941772
0.401838,12,241.974359
0.768843,12,242.013258
0.334878,12,242.056078
0.343523,12,242.098574
0.476996,12,242.128985
0.436454,12,242.156105
0.536336,12,242.182104
0.154011,12,242.21262
0.39965,12,242.240793
0.405313,12,242.267201
0.652992,12,242.294548
0.460205,12,242.327179
0.564579,12,242.354725
0.383664,12,242.383769
0.41768,12,242.421707
0.382079,12,242.450472
0.710188,12,242.476111
0.454907,12,242.511104
0.399668,12,242.546509
0.705334,12,242.569272
0.444827,12,242.592395
0.491646,12,242.617901
0.5215,12,242.642568
0.863423,12,242.66557
0.444811,12,242.689288
0.583443,12,242.724785
0.578935,12,242.751789
0.603471,12,242.785924
0.153689,12,242.811157
0.680866,12,242.83561
0.356241,12,242.859995
0.620799,12,242.881997
0.185113,12,242.906344
0.621357,12,242.938909
0.592382,12,242.962914
0.226032,12,242.993706
0.756176,12,243.022403
0.75877,12,243.063241
0.533955,12,243.085747
0.495233,12,243.118087
0.833267,12,243.142802
0.587468,12,243.166391
0.595271,12,243.188915
0.219297,12,243.219737
0.089407,12,243.252644
0.534824,12,243.279327
0.661734,12,243.302497
0.379957,12,243.326761
0.782786,12,243.348812
0.334879,12,243.372005
0.31468,12,243.394769
0.514924,12,243.417732
0.645678,12,243.44151
0.207343,12,243.47085
0.332835,12,243.493924
0.50215,12,243.520922
0.450656,12,243.546839
0.878804,12,243.56972
0.196184,12,243.592753
0.892933,12,243.61588
0.354438,12,243.642837
0.410015,12,243.663865
0.616815,12,243.690669
0.60668,12,243.726313
0.784322,12,243.7497
0.517057,12,243.772821
0.400427,12,243.794182
0.120479,12,243.818389
0.503334,12,243.840386
0.085687,12,243.861978
0.868603,12,243.883974
0.093256,12,243.910432
0.25582,12,243.934138
0.735413,12,243.963024
0.475906,12,244.002462
0.845272,12,244.028927
0.284087,12,244.057032
0.328282,12,244.082065
0.584651,12,244.107036
0.606202,12,244.130286
0.348048,12,244.15529
0.380295,12,244.18509
0.264063,12,244.20789
0.399955,12,244.235803
0.33975,12,244.259561
0.733592,12,244.284285
0.694573,12,244.313296
0.443327,12,244.335652
0.643406,12,244.370413
0.442026,12,244.40677
0.441452,12,244.43276
0.198678,12,244.474094
0.764959,12,244.511069
0.508037,12,244.53809
0.511664,12,244.559812
0.521968,12,244.590656
0.582828,12,244.61153
0.171956,12,244.63411
0.473882,12,244.65868
0.271974,12,244.732433
0.169779,12,244.781349
0.433281,12,244.839317
0.768488,12,244.874119
0.211351,12,244.907328
0.444417,12,244.947061
0.523628,12,244.99071
0.077733,12,245.0548
0.253975,12,245.102302
0.233673,12,245.137149
0.533705,12,245.181671
0.319639,12,245.216833
0.396858,12,245.251184
0.710026,12,245.288052
0.283898,12,245.323031
0.661947,12,245.357497
0.419903,12,245.385835
0.195286,12,245.416721
0.524535,12,245.450491
0.772721,12,245.48229
0.554664,12,245.512162
0.392638,12,245.555946
0.327587,12,245.585228
0.108508,12,245.613037
0.215937,12,245.641844
0.818443,12,245.676064
0.618244,12,245.744719
0.56781,12,245.804417
0.781694,12,245.843448
0.506891,12,245.885033
0.278184,12,245.92965
0.270701,12,245.969459
0.746047,12,246.002738
0.201172,12,246.03396
0.59121,12,246.066578
0.827084,12,246.107006
0.67802,12,246.139632
0.435102,12,246.169847
0.673559,12,246.201368
0.617376,12,246.234324
0.910186,12,246.294375
0.48764,12,246.392862
0.581652,12,246.499454
0.730418,12,246.577055
0.398016,12,246.619057
0.69986,12,246.671519
0.406554,12,246.719451
0.487258,12,246.760411
0.15278,12,246.801292
0.474538,12,246.852823
0.162761,12,246.89854
0.252191,12,246.937063
0.799363,12,246.97738
0.551493,12,247.018992
0.739413,12,247.059203
0.481351,12,247.092846
0.51999,12,247.127846
0.424659,12,247.162058
0.252029,12,247.19847
0.608152,12,247.233775
0.723082,12,247.268246
0.38637,12,247.305231
0.745533,12,247.344843
0.490674,12,247.383566
0.087332,12,247.416194
0.635911,12,247.447233
0.824135,12,249.059268
0.056407,12,249.092752
0.61805,12,249.131468
0.414797,12,249.167466
0.237105,12,249.19883
0.381132,12,249.234263
0.560014,12,249.267395
0.301304,12,249.30469
0.809356,12,249.337404
0.450094,12,249.368636
0.056016,12,249.399341
0.154551,12,249.427641
0.462755,12,249.458016
0.639182,12,249.489418
0.596706,12,249.52242
0.407203,12,249.550705
0.30558,12,249.579311
0.576185,12,249.604631
0.651067,12,249.630982
0.728244,12,249.658016
0.176818,12,249.684651
0.688388,12,249.71648
0.533778,12,249.743144
0.616903,12,249.770076
0.850822,12,249.80179
0.46506,12,249.83239
0.805599,12,249.856633
0.593383,12,249.880868
0.79174,12,249.908281
0.317006,12,249.931909
0.436926,12,249.958948
0.231972,12,249.986946
0.547136,12,250.018207
0.530427,12,250.042561
0.368713,12,250.07328
0.70283,12,250.098539
0.303985,12,250.123504
0.424318,12,250.14807
0.281417,12,250.173187
0.392975,12,250.207814
0.571895,12,250.240126
0.642755,12,250.267444
0.888464,12,250.293487
0.33333,12,250.318691
0.424588,12,250.345057
0.343453,12,250.375978
0.575315,12,250.40786
0.844232,12,250.433858
0.581085,12,250.461101
0.493042,12,250.498975
0.220055,12,250.524248
0.247048,12,250.548848
0.480056,12,250.572358
0.463142,12,250.59653
0.652402,12,250.619496
0.788225,12,250.654498
0.304155,12,250.680093
0.766204,12,250.706362
0.077352,12,250.730248
0.139377,12,250.764429
0.772889,12,250.787948
0.718599,12,250.81479
0.513758,12,250.845043
0.593968,12,250.880969
0.405639,12,250.9032
0.114478,12,250.925468
0.577565,12,250.947039
0.832504,12,250.970287
0.431493,12,250.99251
0.194682,12,251.016153
0.097068,12,251.038153
0.411789,12,251.069636
0.243829,12,251.109145
0.51639,12,251.146569
0.737753,12,251.183118
0.504281,12,251.214981
0.229445,12,251.246148
0.734698,12,251.270756
0.204129,12,251.292814
0.505501,12,251.331581
0.154793,12,251.362438
0.378215,12,251.391315
0.612748,12,251.41065
0.046852,12,251.433649
0.484822,12,251.454617
0.68049,12,251.47566
0.387217,12,251.496346
0.627342,12,251.517307
0.309466,12,251.545208
0.483221,12,251.56663
0.527428,12,251.587041
0.734635,12,251.608913
0.570133,12,251.63248
0.426221,12,251.654464
0.686978,12,251.676463
0.872726,12,251.698396
0.898833,12,251.720685
0.076746,12,251.744789
0.398081,12,251.771279
0.670175,12,251.810518
0.718352,12,251.834583
0.652327,12,251.865451
0.813916,12,251.888256
0.375978,12,251.913723
0.315213,12,251.935681
0.149658,12,251.957682
0.746238,12,251.983186
0.747867,12,252.00941
0.709898,12,252.032445
0.76374,12,252.055233
0.665152,12,252.081277
0.598451,12,252.113464
0.413773,12,252.150414
0.662278,12,252.185417
0.168672,12,252.227262
0.598632,12,252.26142
0.338102,12,252.333736
0.533617,12,252.386781
0.259191,12,252.429245
0.87103,12,252.466892
0.332819,12,252.510453
0.135194,12,252.544629
0.808523,12,252.588496
0.880828,12,252.615827
0.473661,12,252.651973
0.424533,12,252.682235
0.188135,12,252.710773
0.494437,12,252.739684
0.276943,12,252.766816
0.532055,12,252.795455
0.118503,12,252.832977
0.709631,12,252.863318
0.281066,12,252.903776
0.305674,12,252.937589
0.525771,12,252.964878
0.288306,12,252.994919
0.155009,12,253.021322
0.37608,12,253.048686
0.319443,12,253.077906
0.490446,12,253.102869
0.509289,12,253.131346
0.557348,12,253.166413
0.723704,12,253.196514
0.204315,12,253.223176
0.393796,12,253.252077
0.261419,12,253.279074
0.745774,12,253.303002
0.160638,12,253.332392
0.642615,12,253.362792
0.751873,12,253.387428
0.892916,12,253.412709
0.436246,12,253.437321
0.514121,12,253.472728
0.799205,12,253.496012
0.51321,12,253.519641
0.420175,12,253.551635
0.809472,12,253.592842
0.213218,12,253.628183
0.271066,12,253.652025
0.564323,12,253.678193
0.371861,12,253.715012
0.267179,12,253.748532
0.381206,12,253.77492
0.622088,12,253.814088
0.337179,12,253.848594
0.208307,12,253.886913
0.722448,12,253.915112
0.61803,12,253.95146
0.450211,12,253.97641
0.357149,12,253.998447
0.449833,12,254.020409
0.695551,12,255.507534
0.349455,12,255.541486
0.821458,12,255.578177
0.334362,12,255.61289
0.818526,12,255.64832
0.348622,12,255.680175
0.367301,12,255.722991
0.258927,12,255.763201
0.385386,12,255.805959
0.602995,12,255.83748
0.331276,12,255.865151
0.219143,12,255.901872
0.589641,12,255.930182
0.586265,12,255.958496
0.551448,12,255.992703
0.569671,12,256.020489
0.547077,12,256.046299
0.917827,12,256.074429
0.334328,12,256.100876
0.26825,12,256.128875
0.34505,12,256.154746
0.644058,12,256.193196
0.371505,12,256.228611
0.435787,12,256.258119
0.381555,12,256.294105
0.437356,12,256.319302
0.749334,12,256.344854
0.178174,12,256.378817
0.564774,12,256.405475
0.063069,12,256.428556
0.806294,12,256.456864
0.163119,12,256.486899
0.739982,12,256.514836
0.878648,12,256.544909
0.136916,12,256.583188
0.710895,12,256.607731
0.022592,12,256.630146
0.532145,12,256.652208
0.475863,12,256.685194
0.651731,12,256.716458
0.508647,12,256.7562
0.578895,12,256.78917
0.686715,12,256.814525
0.855651,12,256.842837
0.571436,12,256.870262
0.525679,12,256.900677
0.600968,12,256.923716
0.769172,12,256.962481
0.31374,12,256.986938
0.763578,12,257.011013
0.177152,12,257.034511
0.513656,12,257.057883
0.590884,12,257.093176
0.367432,12,257.125149
0.547385,12,257.149145
0.564397,12,257.172688
0.297726,12,257.206883
0.481862,12,257.237981
0.449376,12,257.267912
0.335819,12,257.293498
0.55982,12,257.317239
0.836613,12,257.345096
0.506701,12,257.368817
0.633163,12,257.414845
0.610575,12,257.483381
0.50849,12,257.539898
0.535862,12,257.581639
0.047414,12,257.621493
0.202352,12,257.664974
0.090655,12,257.706573
0.43952,12,257.736973
0.788608,12,257.781792
0.459163,12,257.816347
0.225243,12,257.844531
0.443131,12,257.872963
0.788655,12,257.907531
0.536467,12,257.933362
0.461436,12,257.962985
0.798009,12,257.994521
0.574628,12,258.031215
0.637896,12,258.109681
0.612367,12,258.162057
0.207082,12,258.216401
0.320686,12,258.269601
0.140781,12,258.313341
0.647847,12,258.368563
0.26168,12,258.436775
0.436844,12,258.536932
0.662736,12,258.645485
0.383091,12,258.718917
0.292307,12,258.825372
0.849149,12,258.94432
0.297962,12,259.037152
0.238827,12,259.10813
0.044488,12,259.17781
0.429898,12,259.258327
0.598846,12,259.324861
0.362928,12,259.4295
0.146448,12,259.702961
0.132489,12,259.816471
0.522445,12,259.892609
0.505199,12,259.978439
0.426462,12,260.046546
0.382226,12,260.119823
0.36995,12,260.18767
0.432572,12,260.240338
0.781539,12,260.287327
0.564474,12,260.332431
0.444847,12,260.381335
0.250794,12,260.473538
0.513392,12,260.55228
0.242975,12,260.596341
0.677795,12,260.644682
0.326875,12,260.68785
0.71089,12,260.816011
0.642855,12,260.909967
0.603972,12,260.977386
0.253481,12,261.027016
0.212986,12,261.086562
0.434589,12,261.130509
0.650362,12,261.17113
0.857152,12,261.21095
0.581957,12,261.251144
0.278861,12,261.288689
0.572207,12,261.330631
0.35633,12,261.370406
0.61692,12,261.409297
0.663738,12,261.449955
0.885422,12,261.491042
0.861946,12,261.521489
0.129801,12,261.552817
0.671581,12,261.581441
0.698545,12,261.611908
0.545447,12,261.686552
0.313056,12,261.771563
0.45879,12,261.824948
0.31235,12,261.873944
0.604102,12,261.953241
0.697206,12,262.058377
0.595843,12,262.135422
0.76835,12,262.229412
0.311318,12,262.617544
0.338455,12,262.83208
0.506426,12,263.186276
0.349266,12,263.351666
0.66599,12,263.452193
0.354039,12,263.576389
0.506666,12,263.711702
0.779733,12,263.778615
0.711491,12,263.846743
0.623613,12,263.898948
0.666235,12,263.946353
0.500807,12,263.992881
0.692159,12,264.037661
0.364925,12,264.079899
0.679623,12,264.125045
0.29438,12,264.163472
0.293468,12,264.203931
0.76275,12,264.247211
0.724207,12,264.282911
0.079974,12,264.324438
0.643776,12,264.366757
0.621079,12,264.400532
0.784632,12,264.434015
0.63155,12,264.475933
0.138323,12,264.513897
0.542401,12,264.555312
0.727039,12,264.588645
0.286074,12,264.618198
0.515394,12,264.649485
0.628093,12,266.277745
0.054159,12,266.3137
0.523492,12,266.351211
0.269348,12,266.388356
0.402923,12,266.423505
0.678496,12,266.460871
0.657664,12,266.496924
0.458233,12,266.541338
0.346513,12,266.576558
0.647729,12,266.608562
0.725614,12,266.642866
0.684412,12,266.67797
0.406219,12,266.710984
0.35822,12,266.746174
0.04635,12,266.77534
0.524886,12,266.80234
0.297352,12,266.834422
0.4217,12,266.864736
0.563353,12,266.897194
0.187751,12,266.925965
0.691588,12,266.960798
0.071706,12,266.994878
0.458635,12,267.023402
0.638524,12,267.0487
0.819969,12,267.075879
0.389262,12,267.114356
0.469514,12,267.137313
0.196446,12,267.163486
0.851839,12,267.191705
0.461893,12,267.217376
0.568954,12,267.245192
0.299682,12,267.278149
0.656272,12,267.302867
0.540358,12,267.326446
0.811953,12,267.350251
0.539371,12,267.374824
0.450814,12,267.398059
0.659738,12,267.421331
0.454843,12,267.446078
0.505828,12,267.468997
0.437662,12,267.493626
0.742216,12,267.518228
0.398899,12,267.554685
0.760832,12,267.579677
0.20817,12,267.604601
0.299839,12,267.634562
0.451535,12,267.658731
0.423409,12,267.682861
0.607339,12,267.706855
0.581621,12,267.736118
0.247849,12,267.765192
0.531024,12,267.795538
0.793848,12,267.830435
0.444751,12,267.854719
0.65254,12,267.87821
0.721649,12,267.902955
0.733424,12,267.926919
0.73983,12,267.95198
0.596914,12,267.982114
0.366124,12,268.007078
0.555172,12,268.030106
0.735392,12,268.054675
0.121926,12,268.078898
0.53558,12,268.102235
0.492577,12,268.125233
0.219082,12,268.150195
0.328481,12,268.17223
0.721481,12,268.1952
0.276572,12,268.219153
0.156692,12,268.241498
0.32529,12,268.264212
0.391483,12,268.302104
0.858175,12,268.331767
0.545482,12,268.354224
0.244913,12,268.378643
0.72373,12,268.410366
0.590451,12,268.442709
0.687773,12,268.468864
0.304433,12,268.494888
0.49396,12,268.520737
0.811498,12,268.54313
0.630395,12,268.566128
0.477327,12,268.588144
0.838327,12,268.611436
0.669988,12,268.634048
0.763091,12,268.668379
