#{"t_start": 1642371885.697059, "env_id": null}
r,l,t 
0.586065,12,147.304037
0.571518,12,147.356035
0.737454,12,147.404989
0.821733,12,147.468731
0.525397,12,147.519503
0.065141,12,147.562517
0.449188,12,149.40337
0.608448,12,149.445812
0.272605,12,149.483056
0.586186,12,149.524054
0.526436,12,149.558797
0.788677,12,149.593382
0.903375,12,149.638697
0.564713,12,149.67734
0.445356,12,149.705693
0.242253,12,149.737314
0.916602,12,149.766358
0.514066,12,149.795072
0.891753,12,149.822748
0.672731,12,149.85209
0.078067,12,149.878687
0.654746,12,149.907357
0.204825,12,149.936267
0.251053,12,149.971806
0.511059,12,150.00643
0.669854,12,150.041333
0.570033,12,150.076732
0.720927,12,150.104932
0.930273,12,150.13309
0.726509,12,150.158376
0.613107,12,150.184397
0.420152,12,150.219397
0.783284,12,150.245966
0.525034,12,150.272613
0.712687,12,150.304408
0.673425,12,150.335852
0.406714,12,150.361372
0.864645,12,150.40048
0.568079,12,150.442012
0.612788,12,150.464989
0.412591,12,150.486817
0.4397,12,150.508802
0.653734,12,150.533659
0.752712,12,150.566521
0.813603,12,150.590554
0.676132,12,150.615556
0.639987,12,150.641228
0.333518,12,150.664958
0.487339,12,150.698174
0.470074,12,150.739205
0.396492,12,150.782127
0.819763,12,150.814742
0.707329,12,150.843741
0.725476,12,150.871159
0.825632,12,150.891906
0.638222,12,150.912768
0.107817,12,150.931804
0.32826,12,150.955042
0.608317,12,150.980945
0.619806,12,151.006028
0.906481,12,151.031294
0.56732,12,151.050816
0.462975,12,151.071748
0.317062,12,151.09712
0.913291,12,151.116251
0.600119,12,151.140262
0.778184,12,151.163744
0.676535,12,151.182966
0.533917,12,151.203966
0.8874,12,151.236521
0.858105,12,151.272001
0.723623,12,151.29637
0.59085,12,151.321089
0.494286,12,151.339964
0.628944,12,151.362343
0.247692,12,151.386733
0.563199,12,151.40433
0.401938,12,151.424689
0.665302,12,151.44327
0.541618,12,151.463263
0.7536,12,151.482988
0.834618,12,151.503374
0.67188,12,151.522969
0.590403,12,151.541785
0.779076,12,151.566155
0.483723,12,151.589568
0.226922,12,151.613202
0.627316,12,151.63568
0.350631,12,151.662243
0.600906,12,151.687173
0.591831,12,151.708734
0.356536,12,151.731658
0.817727,12,151.75608
0.089769,12,151.781355
0.275401,12,151.803764
0.349821,12,151.826048
0.467442,12,151.847939
0.050585,12,151.868874
0.701282,12,151.900432
0.462682,12,151.932193
0.868976,12,151.95524
0.658351,12,151.977202
0.586953,12,152.005005
0.39356,12,152.038226
0.700765,12,152.061613
0.861573,12,152.083698
0.693718,12,152.109833
0.368579,12,152.133935
0.342312,12,152.15604
0.735014,12,152.176516
0.273342,12,152.199822
0.497626,12,152.221071
0.481271,12,152.243451
0.766876,12,152.265863
0.80585,12,152.292623
0.676556,12,152.32922
0.55127,12,152.357924
0.669103,12,152.381638
0.458519,12,152.406959
0.713863,12,152.430225
0.845661,12,152.451935
0.175893,12,152.472597
0.497766,12,152.501766
0.822249,12,152.527855
0.761494,12,152.550618
0.489754,12,152.574158
0.252288,12,152.597316
0.541781,12,152.621127
0.724058,12,152.645298
0.196329,12,152.668691
0.406854,12,152.69067
0.852968,12,152.715215
0.628253,12,152.736612
0.53654,12,152.760585
0.412069,12,152.782565
0.823491,12,152.803796
0.446429,12,152.825994
0.721547,12,152.847998
0.778161,12,152.870728
0.206773,12,152.8933
0.183368,12,152.917021
0.950801,12,152.94924
0.66522,12,152.982827
0.614267,12,153.020036
0.538991,12,153.047405
0.770042,12,153.082921
0.648884,12,153.105734
0.740493,12,153.126461
0.716221,12,153.149689
0.846793,12,153.172009
0.401838,12,153.201999
0.336264,12,153.226164
0.590235,12,153.257135
0.871354,12,153.281159
0.749007,12,153.305714
0.446515,12,153.329918
0.630809,12,153.352553
0.365766,12,153.378392
0.628045,12,153.40552
0.701443,12,153.431978
0.301184,12,153.463381
0.188659,12,153.490026
0.421558,12,153.515106
0.583862,12,153.541026
0.765953,12,153.569857
0.856335,12,153.597075
0.797546,12,153.624399
0.538874,12,153.651578
0.730493,12,153.678881
0.452682,12,153.708781
0.820426,12,153.735149
0.42294,12,153.764215
0.32828,12,153.791379
0.659712,12,153.821621
0.166423,12,153.85085
0.623462,12,153.875749
0.216794,12,153.901696
0.778876,12,155.509236
0.420492,12,155.549144
0.509894,12,155.584062
0.849096,12,155.618994
0.817876,12,155.658845
0.777792,12,155.692346
0.206028,12,155.72856
0.113388,12,155.770167
0.55739,12,155.804358
0.514496,12,155.832201
0.433914,12,155.857334
0.143622,12,155.883354
0.751618,12,155.908448
0.59453,12,155.935081
0.420344,12,155.967618
0.672891,12,155.999425
0.513417,12,156.032827
0.716299,12,156.064778
0.866665,12,156.092969
0.643945,12,156.129974
0.323725,12,156.16973
0.748973,12,156.220805
0.532636,12,156.265592
0.754236,12,156.305007
0.382633,12,156.343136
0.362209,12,156.398051
0.754647,12,156.444576
0.012072,12,156.493815
0.324292,12,156.541171
0.32331,12,156.588638
0.536313,12,156.638714
0.726765,12,156.684992
0.152996,12,156.733644
0.705155,12,156.785404
0.566017,12,156.820988
0.871743,12,156.850272
0.825764,12,156.883176
0.794898,12,156.922598
0.692033,12,156.961326
0.347883,12,156.99049
0.465247,12,157.017929
0.503277,12,157.054085
0.454084,12,157.08074
0.346695,12,157.107295
0.783032,12,157.141992
0.091736,12,157.170283
0.178122,12,157.196767
0.49503,12,157.222595
0.482414,12,157.251836
0.621371,12,157.282152
0.507566,12,157.309079
0.415076,12,157.33491
0.87385,12,157.365231
0.472702,12,157.391271
0.779001,12,157.424895
0.870367,12,157.457416
0.487857,12,157.483344
0.134145,12,157.51651
0.6912,12,157.555005
0.636445,12,157.58139
0.27026,12,157.60512
0.764242,12,157.62855
0.531692,12,157.6536
0.471063,12,157.677386
0.574104,12,157.704164
0.49241,12,157.729591
0.724886,12,157.753335
0.435695,12,157.779572
0.48942,12,157.80548
0.782361,12,157.886307
0.477562,12,157.943661
0.901864,12,157.984156
0.717021,12,158.032333
0.472177,12,158.067454
0.794092,12,158.106118
0.881984,12,158.148296
0.716677,12,158.183992
0.880068,12,158.214279
0.370206,12,158.245601
0.365961,12,158.275841
0.397087,12,158.303763
0.779756,12,158.332913
0.438855,12,158.362883
0.90685,12,158.392812
0.50029,12,158.423445
0.696295,12,158.457865
0.460419,12,158.493075
0.155399,12,158.526922
0.678,12,158.563805
0.55881,12,158.593886
0.838248,12,158.623935
0.400724,12,158.65468
0.763764,12,158.682878
0.336311,12,158.70816
0.849633,12,158.738677
0.885178,12,158.770781
0.55876,12,158.798087
0.509254,12,158.824721
0.675047,12,158.85571
0.65886,12,158.882705
0.312037,12,158.910196
0.401582,12,158.93698
0.32137,12,158.973427
0.829682,12,159.003896
0.497835,12,159.031356
0.504039,12,159.062945
0.773603,12,159.089695
0.640182,12,159.114695
0.422781,12,159.140326
0.695111,12,159.167852
0.804155,12,159.196752
0.59512,12,159.220827
0.14581,12,159.247823
0.615199,12,159.272999
0.528356,12,159.299837
0.726444,12,159.323891
0.340094,12,159.34871
0.515383,12,159.371905
0.676171,12,159.395909
0.199788,12,159.420423
0.436493,12,159.442432
0.825135,12,159.471271
0.667624,12,159.495376
0.812217,12,159.520594
0.389685,12,159.544468
0.494802,12,159.574743
0.374116,12,159.60966
0.553137,12,159.635425
0.880541,12,159.661062
0.597501,12,159.689409
0.698019,12,159.716846
0.551171,12,159.741828
0.807923,12,159.770296
0.759846,12,159.798415
0.844584,12,159.827918
0.174266,12,159.857551
0.258171,12,159.88461
0.453522,12,159.913174
0.689441,12,159.938034
0.516564,12,159.965248
0.64606,12,159.998683
0.608655,12,160.036673
0.393996,12,160.07497
0.594682,12,160.103593
0.668984,12,160.133473
0.788111,12,160.157056
0.414692,12,160.181192
0.485718,12,160.205159
0.657824,12,160.228159
0.74256,12,160.25187
0.744121,12,160.283439
0.421455,12,160.313239
0.870114,12,160.341268
0.721416,12,160.374774
0.37021,12,160.397604
0.427193,12,160.423678
0.769986,12,160.448867
0.358327,12,160.471755
0.683659,12,160.498967
0.442516,12,160.538651
0.627626,12,160.578927
0.529911,12,160.614191
0.035729,12,160.644144
0.898216,12,160.669204
0.66266,12,160.692248
0.458809,12,160.717324
0.800332,12,160.743184
0.436353,12,160.765645
0.59464,12,160.787356
0.47859,12,160.81032
0.635592,12,162.399459
0.314607,12,162.434014
0.518013,12,162.470966
0.74251,12,162.505665
0.39674,12,162.546242
0.836641,12,162.586477
0.771255,12,162.62178
0.541423,12,162.66446
0.677875,12,162.706387
0.362199,12,162.737061
0.602808,12,162.768481
0.772222,12,162.798571
0.328734,12,162.826153
0.259504,12,162.854719
0.822033,12,162.889818
0.544394,12,162.921784
0.506286,12,162.955731
0.619052,12,162.981069
0.578403,12,163.019963
0.482118,12,163.050867
0.748653,12,163.080751
0.58813,12,163.106707
0.317805,12,163.131831
0.538545,12,163.154305
0.658881,12,163.18724
0.570327,12,163.216469
0.823036,12,163.241011
0.711119,12,163.266111
0.710365,12,163.304825
0.645503,12,163.332132
0.285184,12,163.35694
0.36909,12,163.381878
0.447938,12,163.40662
0.930193,12,163.433364
0.670923,12,163.458466
0.774186,12,163.481462
0.244322,12,163.507277
0.795432,12,163.540483
0.276727,12,163.574535
0.503064,12,163.597159
0.649305,12,163.620186
0.20804,12,163.650201
0.867162,12,163.685611
0.410041,12,163.709265
0.453446,12,163.735579
0.612834,12,163.756588
0.540666,12,163.781708
0.86189,12,163.816347
0.531287,12,163.837529
0.82733,12,163.857855
0.841182,12,163.879833
0.733263,12,163.909194
0.706978,12,163.931861
0.486821,12,163.953581
0.37129,12,163.976545
0.946175,12,164.02554
0.59444,12,164.048037
0.486749,12,164.072261
0.921378,12,164.09549
0.712616,12,164.119678
0.548513,12,164.141917
0.803168,12,164.166274
0.355189,12,164.190594
0.705508,12,164.215379
0.241445,12,164.243593
0.42037,12,164.268568
0.49838,12,164.29456
0.613649,12,164.319201
0.705926,12,164.343685
0.727436,12,164.372551
0.957188,12,164.399603
0.49009,12,164.429226
0.505296,12,164.456445
0.604218,12,164.486939
0.642365,12,164.513135
0.697,12,164.539019
0.55899,12,164.573361
0.516641,12,164.60115
0.318187,12,164.631627
0.402588,12,164.661077
0.685964,12,164.688394
0.839071,12,164.716008
0.63771,12,164.740808
0.33639,12,164.76708
0.765165,12,164.791686
0.814436,12,164.817062
0.83187,12,164.844977
0.790467,12,164.874609
0.201312,12,164.901513
0.568094,12,164.925807
0.360981,12,164.950711
0.171277,12,164.975248
0.836511,12,165.002753
0.755407,12,165.028143
0.57965,12,165.051689
0.375142,12,165.076028
0.331918,12,165.100547
0.607613,12,165.126465
0.650496,12,165.160807
0.495553,12,165.189634
0.626083,12,165.224461
0.719487,12,165.265177
0.915826,12,165.305811
0.865619,12,165.332505
0.825936,12,165.358804
0.508076,12,165.385637
0.631434,12,165.409416
0.936329,12,165.433906
0.091347,12,165.456765
0.338457,12,165.480786
0.658272,12,165.505166
0.376193,12,165.52969
0.737372,12,165.552999
0.578975,12,165.583789
0.534372,12,165.607608
0.724096,12,165.631608
0.723865,12,165.662497
0.676299,12,165.689225
0.80869,12,165.713871
0.452917,12,165.740713
0.533425,12,165.765591
0.553262,12,165.792578
0.353624,12,165.817931
0.60845,12,165.852397
0.721432,12,165.884019
0.544113,12,165.909644
0.348378,12,165.936888
0.736517,12,165.965613
0.579323,12,165.987513
0.885993,12,166.012398
0.508389,12,166.036704
0.772285,12,166.060904
0.304563,12,166.086262
0.83234,12,166.110563
0.842499,12,166.133385
0.514321,12,166.156678
0.580491,12,166.179681
0.857932,12,166.202741
0.803415,12,166.233417
0.720342,12,166.255131
0.490509,12,166.294289
0.226097,12,166.33008
0.648134,12,166.352325
0.796542,12,166.375795
0.87894,12,166.401083
0.164067,12,166.424435
0.286614,12,166.451157
0.12877,12,166.476019
0.727841,12,166.502887
0.832457,12,166.52854
0.421573,12,166.554818
0.631508,12,166.584452
0.623966,12,166.618638
0.472805,12,166.644731
0.667237,12,166.669889
0.620754,12,166.697208
0.445959,12,166.72182
0.564699,12,166.749069
0.578187,12,166.775996
0.569416,12,166.802958
0.32123,12,166.835019
0.641243,12,166.864052
0.678296,12,166.888981
0.471551,12,166.911954
0.849708,12,166.939044
0.292438,12,166.96819
0.786268,12,166.996949
0.609264,12,167.025245
0.899828,12,167.052279
0.584955,12,167.080321
0.488526,12,167.108772
0.884904,12,168.828424
0.64881,12,168.862362
0.796232,12,168.900626
0.467987,12,168.939519
0.642331,12,168.975867
0.597188,12,169.010274
0.701505,12,169.040485
0.467903,12,169.086165
0.850562,12,169.122535
0.493657,12,169.156159
0.286693,12,169.186425
0.230475,12,169.216361
0.683285,12,169.242365
0.448555,12,169.269268
0.129205,12,169.300056
0.610195,12,169.333422
0.710414,12,169.364327
0.790877,12,169.38926
0.59465,12,169.427972
0.574104,12,169.469671
0.757769,12,169.496954
0.573718,12,169.531971
0.554007,12,169.567552
0.834263,12,169.594992
0.390282,12,169.625488
0.525327,12,169.653833
0.72466,12,169.677835
0.173354,12,169.70892
0.691052,12,169.741977
0.5702,12,169.765558
0.572288,12,169.793825
0.656095,12,169.821883
0.66913,12,169.853909
0.211499,12,169.884494
0.547862,12,169.90624
0.712771,12,169.936132
0.465281,12,169.97022
0.778722,12,170.001373
0.390227,12,170.022022
0.363062,12,170.042915
0.85873,12,170.06474
0.863611,12,170.085666
0.125816,12,170.108582
0.888824,12,170.131017
0.704977,12,170.162908
0.548284,12,170.197552
0.766638,12,170.22388
0.931422,12,170.249182
0.60267,12,170.274993
0.967205,12,170.298998
0.929914,12,170.321017
0.708553,12,170.354233
0.76652,12,170.382167
0.70486,12,170.407981
0.590239,12,170.435225
0.84364,12,170.459068
0.420033,12,170.48402
0.875284,12,170.507084
0.737247,12,170.535081
0.273826,12,170.564729
0.642674,12,170.594261
0.473979,12,170.621974
0.430731,12,170.651118
0.779112,12,170.679093
0.874019,12,170.706398
0.59465,12,170.735609
0.621758,12,170.764722
0.680865,12,170.793936
0.67781,12,170.822902
0.44329,12,170.856365
0.669082,12,170.889298
0.769146,12,170.91828
0.220169,12,170.947699
0.653493,12,170.98006
0.75333,12,171.00438
0.619629,12,171.028774
0.881043,12,171.052639
0.839461,12,171.075774
0.145077,12,171.103605
0.612634,12,171.129687
0.323578,12,171.156834
0.684887,12,171.187398
0.859491,12,171.216197
0.568969,12,171.243565
0.907861,12,171.273261
0.705197,12,171.300264
0.843,12,171.328448
0.495161,12,171.357428
0.326871,12,171.388251
0.940357,12,171.415594
0.711032,12,171.443638
0.69993,12,171.473867
0.719822,12,171.503917
0.76123,12,171.533155
0.769512,12,171.564812
0.704226,12,171.596924
0.666542,12,171.626558
0.774296,12,171.6546
0.736151,12,171.685781
0.874709,12,171.729328
0.575845,12,171.761654
0.799335,12,171.790795
0.816621,12,171.819548
0.64598,12,171.859576
0.968285,12,171.899981
0.875714,12,171.932656
0.42819,12,171.958912
0.518982,12,171.987556
0.486187,12,172.015324
0.894836,12,172.046091
0.714766,12,172.072541
0.801457,12,172.100725
0.550877,12,172.130653
0.489723,12,172.160267
0.905305,12,172.189165
0.646054,12,172.218237
0.506809,12,172.24905
0.715357,12,172.279661
0.718121,12,172.311357
0.659577,12,172.340219
0.446731,12,172.368819
0.803103,12,172.397923
0.3725,12,172.427117
0.286424,12,172.456566
0.674951,12,172.485069
0.781443,12,172.516593
0.646864,12,172.55641
0.255544,12,172.595062
0.50289,12,172.623375
0.75715,12,172.650384
0.410313,12,172.683607
0.775735,12,172.714477
0.178789,12,172.751882
0.480117,12,172.783931
0.938348,12,172.829919
0.608993,12,172.860176
0.313692,12,172.890035
0.642189,12,172.916949
0.428463,12,172.945983
0.721697,12,172.986384
0.681626,12,173.02791
0.447276,12,173.066116
0.878874,12,173.097441
0.642595,12,173.124012
0.629328,12,173.163107
0.532402,12,173.206119
0.616264,12,173.233303
0.177239,12,173.256613
0.602827,12,173.283173
0.184724,12,173.311566
0.195978,12,173.337483
0.498914,12,173.36953
0.183378,12,173.396365
0.844218,12,173.422501
0.37157,12,173.449681
0.689118,12,173.473705
0.854845,12,173.501987
0.920567,12,173.532049
0.199261,12,173.557282
0.532533,12,173.58656
0.281528,12,173.611219
0.412997,12,173.636162
0.396565,12,173.662514
0.733352,12,173.689705
0.708109,12,173.7232
0.851105,12,173.757655
0.783902,12,173.79197
0.77655,12,173.826169
0.75126,12,173.858301
0.675756,12,173.889778
0.633225,12,173.926435
0.676992,12,175.788979
0.560912,12,175.825326
0.630383,12,175.879397
0.427713,12,175.923533
0.792614,12,175.959235
0.504744,12,175.991293
0.194996,12,176.02536
0.733567,12,176.065664
0.634471,12,176.103356
0.809759,12,176.134329
0.401779,12,176.164589
0.644165,12,176.195171
0.186139,12,176.224945
0.289366,12,176.252778
0.924767,12,176.283954
0.748581,12,176.317132
0.794911,12,176.347782
0.83971,12,176.375138
0.738016,12,176.401549
0.805388,12,176.428218
0.648873,12,176.45712
0.376456,12,176.4844
0.720291,12,176.518549
0.673565,12,176.543948
0.661107,12,176.569763
0.384809,12,176.593775
0.76786,12,176.630032
0.661284,12,176.658847
0.47084,12,176.686014
0.277568,12,176.711349
0.72351,12,176.742136
0.528835,12,176.773937
0.840297,12,176.799238
0.454221,12,176.8261
0.506783,12,176.855033
0.726406,12,176.886598
0.680469,12,176.923867
0.760854,12,176.953682
0.80016,12,176.987855
0.74984,12,177.012012
0.719127,12,177.04101
0.146974,12,177.074381
0.683049,12,177.104079
0.504157,12,177.126546
0.396231,12,177.149596
0.915566,12,177.1726
0.671729,12,177.202955
0.570942,12,177.231635
0.760259,12,177.25386
0.598005,12,177.28233
0.449303,12,177.31445
0.823382,12,177.338402
0.489911,12,177.363305
0.4058,12,177.389804
0.611107,12,177.416855
0.69703,12,177.442866
0.53418,12,177.471258
0.683397,12,177.498188
0.34004,12,177.525153
0.592381,12,177.554486
0.291186,12,177.584731
0.84311,12,177.613859
0.70217,12,177.641807
0.495423,12,177.669662
0.795044,12,177.712489
0.253954,12,177.742803
0.601854,12,177.776525
0.536355,12,177.813568
0.719192,12,177.856906
0.81168,12,177.888273
0.88398,12,177.920818
0.83911,12,177.94981
0.627548,12,177.980635
0.803046,12,178.014757
0.660695,12,178.043216
0.790405,12,178.074507
0.690491,12,178.105522
0.907301,12,178.13563
0.531685,12,178.168345
0.428454,12,178.200377
0.734328,12,178.231954
0.29419,12,178.262772
0.811634,12,178.291606
0.598461,12,178.322423
0.689307,12,178.356867
0.297837,12,178.387336
0.763366,12,178.416675
0.365563,12,178.446154
0.795551,12,178.473142
0.940331,12,178.500584
0.974068,12,178.537694
0.642301,12,178.569625
0.799523,12,178.593649
0.829649,12,178.622617
0.802484,12,178.651545
0.352973,12,178.677544
0.695057,12,178.707582
0.854562,12,178.733871
0.56138,12,178.764777
0.698572,12,178.791474
0.473361,12,178.825055
0.778151,12,178.852371
0.27363,12,178.877354
0.891643,12,178.90708
0.725831,12,178.949796
0.199731,12,178.987157
0.196245,12,179.009123
0.582074,12,179.034314
0.757797,12,179.05734
0.408644,12,179.085232
0.723531,12,179.108176
0.847747,12,179.132695
0.794954,12,179.165854
0.745063,12,179.199162
0.814461,12,179.220772
0.962297,12,179.243728
0.72435,12,179.268489
0.807565,12,179.30158
0.728814,12,179.32463
0.61087,12,179.349707
0.891275,12,179.38112
0.706394,12,179.400856
0.658484,12,179.424464
0.365249,12,179.451919
0.859172,12,179.476871
0.637893,12,179.501708
0.360305,12,179.532944
0.700754,12,179.561584
0.799333,12,179.584099
0.735047,12,179.612935
0.805092,12,179.647887
0.80247,12,179.679801
0.416433,12,179.712632
0.849509,12,179.741094
0.868274,12,179.76393
0.880672,12,179.79151
0.222147,12,179.829511
0.256079,12,179.851432
0.808187,12,179.872435
0.377933,12,179.897914
0.617601,12,179.936383
0.741675,12,179.965366
0.642803,12,179.987656
0.918155,12,180.010742
0.606824,12,180.032422
0.819307,12,180.065829
0.873799,12,180.093693
0.913455,12,180.116667
0.815426,12,180.145661
0.459101,12,180.168135
0.137282,12,180.190109
0.445944,12,180.211366
0.706574,12,180.234719
0.493092,12,180.259151
0.249893,12,180.283376
0.373439,12,180.308587
0.575673,12,180.334477
0.727731,12,180.357207
0.795175,12,180.38305
0.88478,12,180.412582
0.847688,12,180.455846
0.775037,12,180.483578
0.666307,12,180.504422
0.828164,12,180.526608
0.780237,12,180.55104
0.797526,12,180.577293
0.724323,12,180.609029
0.795341,12,180.634622
0.625435,12,180.658606
0.571975,12,180.682448
0.845955,12,182.301963
0.620216,12,182.339854
0.852191,12,182.370753
0.619574,12,182.404303
0.336172,12,182.438856
0.835627,12,182.470686
0.635982,12,182.503816
0.611301,12,182.532406
0.535025,12,182.57232
0.577928,12,182.603042
0.907751,12,182.63354
0.708213,12,182.666476
0.79982,12,182.699783
0.667935,12,182.733458
0.374535,12,182.768248
0.814679,12,182.800035
0.185578,12,182.832755
0.475044,12,182.8644
0.809097,12,182.894323
0.743353,12,182.924984
0.083446,12,182.95854
0.864727,12,182.987003
0.704446,12,183.018381
0.905118,12,183.050079
0.749196,12,183.086863
0.712702,12,183.1179
0.618903,12,183.149992
0.699402,12,183.180329
0.099979,12,183.210953
0.692189,12,183.244246
0.519973,12,183.273865
0.755758,12,183.304898
0.919717,12,183.333682
0.830505,12,183.366397
0.65139,12,183.395198
0.924242,12,183.426721
0.847483,12,183.455084
0.827535,12,183.487257
0.743117,12,183.516022
0.423966,12,183.549114
0.904841,12,183.580735
0.656576,12,183.608749
0.836359,12,183.636407
0.44301,12,183.675003
0.755356,12,183.709201
0.857304,12,183.737218
0.152149,12,183.766004
0.456613,12,183.790871
0.552599,12,183.817574
0.422522,12,183.847624
0.729032,12,183.875871
0.688271,12,183.901165
0.715031,12,183.926226
0.799466,12,183.956172
0.701157,12,183.988504
0.875004,12,184.021411
0.933944,12,184.054589
0.880637,12,184.0897
0.548925,12,184.119819
0.47519,12,184.148839
0.817445,12,184.176305
0.808966,12,184.206085
0.850342,12,184.241388
0.964072,12,184.271262
0.69395,12,184.300843
0.643346,12,184.329457
0.662801,12,184.359334
0.966049,12,184.388683
0.625028,12,184.416958
0.750668,12,184.446889
0.747771,12,184.472092
0.345986,12,184.50377
0.964853,12,184.532696
0.855477,12,184.564425
0.749127,12,184.589947
0.916273,12,184.61889
0.824834,12,184.64542
0.90251,12,184.676427
0.845425,12,184.706422
0.334072,12,184.735128
0.496507,12,184.765741
0.227533,12,184.795713
0.703345,12,184.828531
0.420139,12,184.858073
0.835879,12,184.887897
0.746691,12,184.917044
0.455187,12,184.946912
0.873013,12,184.975475
0.77,12,185.007909
0.759589,12,185.035667
0.504727,12,185.063539
0.795245,12,185.099713
0.847824,12,185.128077
0.67136,12,185.155347
0.687538,12,185.182351
0.692499,12,185.218539
0.233096,12,185.258721
0.738218,12,185.292922
0.80543,12,185.321161
0.345997,12,185.348161
0.759055,12,185.372097
0.843311,12,185.400017
0.787281,12,185.4229
0.662793,12,185.449222
0.8396,12,185.480474
0.791582,12,185.516206
0.66543,12,185.551733
0.461002,12,185.578278
0.733101,12,185.604718
0.862877,12,185.630134
0.383389,12,185.655154
0.501146,12,185.684796
0.756738,12,185.712379
0.804603,12,185.738879
0.806321,12,185.766133
0.867395,12,185.793268
0.537218,12,185.819402
0.894215,12,185.847197
0.562506,12,185.873811
0.62872,12,185.901202
0.9164,12,185.93143
0.858421,12,185.957564
0.677176,12,185.988087
0.721701,12,186.015617
0.552899,12,186.046191
0.772425,12,186.076768
0.942973,12,186.11575
0.748234,12,186.14669
0.488293,12,186.17582
0.356602,12,186.20956
0.849391,12,186.237975
0.744924,12,186.272727
0.776249,12,186.312446
0.499156,12,186.349345
0.84844,12,186.3834
0.886653,12,186.418114
0.767732,12,186.446245
0.387903,12,186.489201
0.705977,12,186.532514
0.65075,12,186.559129
0.610696,12,186.586113
0.452257,12,186.609974
0.757429,12,186.647012
0.521294,12,186.684425
0.842878,12,186.710142
0.777236,12,186.739475
0.494066,12,186.769585
0.708572,12,186.797848
0.813993,12,186.826668
0.891731,12,186.85567
0.854868,12,186.886584
0.866799,12,186.916828
0.745623,12,186.947782
0.295007,12,186.978737
0.816246,12,187.008218
0.573139,12,187.04149
0.229582,12,187.072498
0.64658,12,187.103544
0.601991,12,187.133883
0.808764,12,187.162928
0.75477,12,187.193258
0.801681,12,187.222856
0.605581,12,187.255441
0.86181,12,187.286215
0.484521,12,187.317042
0.823401,12,187.346769
0.502259,12,187.379142
0.885035,12,187.408618
0.785124,12,187.441067
0.428164,12,187.473178
0.73378,12,187.512281
0.354616,12,189.572385
0.675557,12,189.609965
0.822708,12,189.648439
0.666039,12,189.688295
0.714495,12,189.729025
0.779334,12,189.766758
0.822747,12,189.798758
0.739198,12,189.831626
0.521931,12,189.863119
0.70351,12,189.892752
0.300318,12,189.922702
0.527038,12,189.957642
0.527255,12,189.987359
0.838481,12,190.020701
0.91046,12,190.054445
0.961057,12,190.085162
0.800908,12,190.116752
0.760976,12,190.143803
0.88331,12,190.174205
0.750245,12,190.207231
0.791532,12,190.23679
0.574258,12,190.280725
0.529101,12,190.311302
0.757546,12,190.341514
0.911694,12,190.37391
0.799671,12,190.410318
0.484835,12,190.443612
0.602587,12,190.47275
0.749389,12,190.5045
0.553226,12,190.535354
0.78429,12,190.572518
0.797079,12,190.602137
0.458596,12,190.635431
0.514488,12,190.664424
0.935914,12,190.692935
0.917611,12,190.725894
0.96576,12,190.764092
0.838837,12,190.799841
0.759264,12,190.836743
0.731031,12,190.890272
0.717062,12,190.934159
0.880608,12,191.000362
0.818746,12,191.05318
0.467187,12,191.098792
0.800294,12,191.150636
0.651327,12,191.193371
0.509185,12,191.237161
0.437246,12,191.268279
0.679097,12,191.29637
0.932062,12,191.332322
0.706905,12,191.378293
0.276326,12,191.411855
0.768632,12,191.442629
0.694285,12,191.481165
0.623809,12,191.515034
0.502574,12,191.542645
0.702803,12,191.581785
0.555186,12,191.61497
0.698778,12,191.644803
0.414994,12,191.676148
0.957028,12,191.707896
0.775393,12,191.742311
0.855812,12,191.771902
0.863108,12,191.801773
0.813329,12,191.831674
0.708989,12,191.863513
0.773972,12,191.892351
0.696517,12,191.922609
0.880552,12,191.952776
0.836045,12,191.983284
0.855438,12,192.014548
0.683563,12,192.04783
0.711284,12,192.082703
0.857096,12,192.112854
0.568779,12,192.141768
0.805465,12,192.175402
0.836718,12,192.214526
0.804214,12,192.252817
0.8842,12,192.294458
0.849555,12,192.335719
0.562952,12,192.373373
0.616475,12,192.410892
0.793498,12,192.442429
0.63597,12,192.475318
0.532835,12,192.505755
0.741625,12,192.540292
0.699538,12,192.576768
0.691279,12,192.611979
0.874858,12,192.641035
0.915667,12,192.669775
0.864035,12,192.699448
0.785635,12,192.730292
0.522453,12,192.75775
0.945394,12,192.789274
0.544714,12,192.819436
0.179882,12,192.850287
0.443026,12,192.880245
0.908736,12,192.909551
0.735733,12,192.948883
0.87145,12,192.978567
0.662358,12,193.008656
0.495545,12,193.037564
0.65325,12,193.066838
0.414217,12,193.097805
0.704503,12,193.132943
0.580162,12,193.166898
0.616093,12,193.193163
0.696385,12,193.220502
0.593202,12,193.246886
0.625633,12,193.272641
0.482758,12,193.298126
0.816153,12,193.323991
0.936731,12,193.352921
0.783122,12,193.380666
0.786583,12,193.406575
0.856067,12,193.432026
0.630247,12,193.457026
0.741983,12,193.483882
0.721007,12,193.513815
0.584647,12,193.539753
0.420019,12,193.568609
0.696733,12,193.594667
0.825692,12,193.628048
0.651984,12,193.652529
0.363441,12,193.678056
0.727633,12,193.705285
0.239208,12,193.742144
0.47342,12,193.780982
0.684074,12,193.80885
0.851188,12,193.836613
0.60695,12,193.866738
0.626769,12,193.896597
0.851812,12,193.928971
0.695534,12,193.963784
